"매장","매장위치","카테고리","세부내용","시술 설명","매장URL","매장위도","매장경도","recovery_total_days","recovery_transition_day","오늘의 케어"
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 발 다한증 보톡스 50u","겨드랑이·손·발 등 땀 분비 억제","https://dernaclinic.com/ko","37.500263","127.025797","7","3","시술 부위에 땀이 줄어드는 효과가 서서히 나타나는 시기예요, 오늘은 시술 부위를 세게 문지르거나 마사지하지 말고 자연스럽게 두세요. 격한 운동이나 사우나처럼 땀을 많이 내는 활동은 잠시 미뤄주시고, 가벼운 멍이나 붓기가 있다면 차가운 수건으로 살살 진정시켜 주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 사각턱 보톡스 25u","사각턱 근육 축소로 갸름한 라인 형성","https://dernaclinic.com/ko","37.500263","127.025797","7","3","사각턱 근육 축소로 갸름한 라인 형성 효과가 자리 잡는 시기라 시술 부위는 손으로 누르거나 마사지하지 말고 자연스럽게 두는 게 좋아요. 오늘은 음주와 격렬한 운동은 피하고, 시술 부위에 직접적인 압박이 가지 않도록 편한 자세로 쉬어주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 손 다한증 보톡스 50u","겨드랑이·손·발 등 땀 분비 억제","https://dernaclinic.com/ko","37.500263","127.025797","7","3","시술 부위에 땀이 줄어드는 효과가 서서히 나타나는 시기예요, 오늘은 시술 부위를 세게 문지르거나 마사지하지 말고 자연스럽게 두세요. 격한 운동이나 사우나처럼 땀을 많이 내는 활동은 잠시 미뤄주시고, 가벼운 멍이나 붓기가 있다면 차가운 수건으로 살살 진정시켜 주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 승모근 보톡스 100u","승모근(어깨) 근육 이완으로 어깨 라인 개선","https://dernaclinic.com/ko","37.500263","127.025797","7","3","승모근(어깨) 근육 이완으로 어깨 라인 개선 효과가 자리 잡는 시기라 시술 부위는 손으로 누르거나 마사지하지 말고 자연스럽게 두는 게 좋아요. 오늘은 음주와 격렬한 운동은 피하고, 시술 부위에 직접적인 압박이 가지 않도록 편한 자세로 쉬어주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 승모근 보톡스 150u","승모근(어깨) 근육 이완으로 어깨 라인 개선","https://dernaclinic.com/ko","37.500263","127.025797","7","3","승모근(어깨) 근육 이완으로 어깨 라인 개선 효과가 자리 잡는 시기라 시술 부위는 손으로 누르거나 마사지하지 말고 자연스럽게 두는 게 좋아요. 오늘은 음주와 격렬한 운동은 피하고, 시술 부위에 직접적인 압박이 가지 않도록 편한 자세로 쉬어주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 승모근 보톡스 200u","승모근(어깨) 근육 이완으로 어깨 라인 개선","https://dernaclinic.com/ko","37.500263","127.025797","7","3","승모근(어깨) 근육 이완으로 어깨 라인 개선 효과가 자리 잡는 시기라 시술 부위는 손으로 누르거나 마사지하지 말고 자연스럽게 두는 게 좋아요. 오늘은 음주와 격렬한 운동은 피하고, 시술 부위에 직접적인 압박이 가지 않도록 편한 자세로 쉬어주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 이마 주름 보톡스","표정 주름 완화","https://dernaclinic.com/ko","37.500263","127.025797","7","3","미간을 찌푸리거나 이마를 크게 움직이는 표정은 오늘 하루 자제해주세요. 시술 부위를 손으로 누르거나 마사지하지 말고, 엎드려 자는 자세도 오늘은 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 입꼬리 보톡스","처진 입꼬리 개선","https://dernaclinic.com/ko","37.500263","127.025797","7","3","입꼬리를 크게 움직이는 표정을 반복해서 짓지 않도록 신경 써주세요. 시술 부위를 손으로 누르거나 마사지하지 말고, 엎드려 자는 자세도 오늘은 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 자갈턱 주름 보톡스","표정 주름 완화","https://dernaclinic.com/ko","37.500263","127.025797","7","3","미간을 찌푸리거나 이마를 크게 움직이는 표정은 오늘 하루 자제해주세요. 시술 부위를 손으로 누르거나 마사지하지 말고, 엎드려 자는 자세도 오늘은 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 종아리 보톡스 100u","근육 축소로 다리·팔 라인 슬림화","https://dernaclinic.com/ko","37.500263","127.025797","7","3","근육 축소로 다리·팔 라인 슬림화 효과가 자리 잡는 시기라 시술 부위는 손으로 누르거나 마사지하지 말고 자연스럽게 두는 게 좋아요. 오늘은 음주와 격렬한 운동은 피하고, 시술 부위에 직접적인 압박이 가지 않도록 편한 자세로 쉬어주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 종아리 보톡스 150u","근육 축소로 다리·팔 라인 슬림화","https://dernaclinic.com/ko","37.500263","127.025797","7","3","근육 축소로 다리·팔 라인 슬림화 효과가 자리 잡는 시기라 시술 부위는 손으로 누르거나 마사지하지 말고 자연스럽게 두는 게 좋아요. 오늘은 음주와 격렬한 운동은 피하고, 시술 부위에 직접적인 압박이 가지 않도록 편한 자세로 쉬어주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 종아리 보톡스 200u","근육 축소로 다리·팔 라인 슬림화","https://dernaclinic.com/ko","37.500263","127.025797","7","3","근육 축소로 다리·팔 라인 슬림화 효과가 자리 잡는 시기라 시술 부위는 손으로 누르거나 마사지하지 말고 자연스럽게 두는 게 좋아요. 오늘은 음주와 격렬한 운동은 피하고, 시술 부위에 직접적인 압박이 가지 않도록 편한 자세로 쉬어주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 주름 보톡스 3부위 선택","표정 주름 완화","https://dernaclinic.com/ko","37.500263","127.025797","7","3","미간을 찌푸리거나 이마를 크게 움직이는 표정은 오늘 하루 자제해주세요. 시술 부위를 손으로 누르거나 마사지하지 말고, 엎드려 자는 자세도 오늘은 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 측두근 보톡스","관자놀이 저작근 이완으로 얼굴 라인 개선","https://dernaclinic.com/ko","37.500263","127.025797","7","3","관자놀이 저작근 이완으로 얼굴 라인 개선 효과가 자리 잡는 시기라 시술 부위는 손으로 누르거나 마사지하지 말고 자연스럽게 두는 게 좋아요. 오늘은 음주와 격렬한 운동은 피하고, 시술 부위에 직접적인 압박이 가지 않도록 편한 자세로 쉬어주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 침샘(귀밑) 보톡스 25u","침샘 비대 개선으로 턱선 정리","https://dernaclinic.com/ko","37.500263","127.025797","7","3","침샘 부기가 가라앉으면서 턱선이 정리되는 시기예요, 오늘은 해당 부위를 마사지하거나 세게 누르지 말아주세요. 딱딱하거나 질긴 음식을 오래 씹는 것도 잠시 피하고 부드러운 음식 위주로 드시면 도움이 돼요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 침샘(귀밑+턱밑) 보톡스 50u","침샘 비대 개선으로 턱선 정리","https://dernaclinic.com/ko","37.500263","127.025797","7","3","침샘 부기가 가라앉으면서 턱선이 정리되는 시기예요, 오늘은 해당 부위를 마사지하거나 세게 누르지 말아주세요. 딱딱하거나 질긴 음식을 오래 씹는 것도 잠시 피하고 부드러운 음식 위주로 드시면 도움이 돼요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 침샘(턱밑) 보톡스 25u","침샘 비대 개선으로 턱선 정리","https://dernaclinic.com/ko","37.500263","127.025797","7","3","침샘 부기가 가라앉으면서 턱선이 정리되는 시기예요, 오늘은 해당 부위를 마사지하거나 세게 누르지 말아주세요. 딱딱하거나 질긴 음식을 오래 씹는 것도 잠시 피하고 부드러운 음식 위주로 드시면 도움이 돼요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 콧등 주름 보톡스","표정 주름 완화","https://dernaclinic.com/ko","37.500263","127.025797","7","3","미간을 찌푸리거나 이마를 크게 움직이는 표정은 오늘 하루 자제해주세요. 시술 부위를 손으로 누르거나 마사지하지 말고, 엎드려 자는 자세도 오늘은 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 콧볼 주름 보톡스","표정 주름 완화","https://dernaclinic.com/ko","37.500263","127.025797","7","3","미간을 찌푸리거나 이마를 크게 움직이는 표정은 오늘 하루 자제해주세요. 시술 부위를 손으로 누르거나 마사지하지 말고, 엎드려 자는 자세도 오늘은 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 팔뚝 보톡스 100u","근육 축소로 다리·팔 라인 슬림화","https://dernaclinic.com/ko","37.500263","127.025797","7","3","근육 축소로 다리·팔 라인 슬림화 효과가 자리 잡는 시기라 시술 부위는 손으로 누르거나 마사지하지 말고 자연스럽게 두는 게 좋아요. 오늘은 음주와 격렬한 운동은 피하고, 시술 부위에 직접적인 압박이 가지 않도록 편한 자세로 쉬어주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 팔뚝 보톡스 150u","근육 축소로 다리·팔 라인 슬림화","https://dernaclinic.com/ko","37.500263","127.025797","7","3","근육 축소로 다리·팔 라인 슬림화 효과가 자리 잡는 시기라 시술 부위는 손으로 누르거나 마사지하지 말고 자연스럽게 두는 게 좋아요. 오늘은 음주와 격렬한 운동은 피하고, 시술 부위에 직접적인 압박이 가지 않도록 편한 자세로 쉬어주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 팔뚝 보톡스 200u","근육 축소로 다리·팔 라인 슬림화","https://dernaclinic.com/ko","37.500263","127.025797","7","3","근육 축소로 다리·팔 라인 슬림화 효과가 자리 잡는 시기라 시술 부위는 손으로 누르거나 마사지하지 말고 자연스럽게 두는 게 좋아요. 오늘은 음주와 격렬한 운동은 피하고, 시술 부위에 직접적인 압박이 가지 않도록 편한 자세로 쉬어주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 풀페이스 스킨보톡스","모공 축소 및 피지 분비 조절","https://dernaclinic.com/ko","37.500263","127.025797","7","3","세안은 자극 없이 미지근한 물로 가볍게 해주시고 두꺼운 화장은 오늘 하루 쉬어가는 게 좋아요. 시술 부위를 손으로 누르거나 마사지하지 말고, 엎드려 자는 자세도 오늘은 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 허벅지 보톡스 100u","근육 축소로 다리·팔 라인 슬림화","https://dernaclinic.com/ko","37.500263","127.025797","7","3","근육 축소로 다리·팔 라인 슬림화 효과가 자리 잡는 시기라 시술 부위는 손으로 누르거나 마사지하지 말고 자연스럽게 두는 게 좋아요. 오늘은 음주와 격렬한 운동은 피하고, 시술 부위에 직접적인 압박이 가지 않도록 편한 자세로 쉬어주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 허벅지 보톡스 150u","근육 축소로 다리·팔 라인 슬림화","https://dernaclinic.com/ko","37.500263","127.025797","7","3","근육 축소로 다리·팔 라인 슬림화 효과가 자리 잡는 시기라 시술 부위는 손으로 누르거나 마사지하지 말고 자연스럽게 두는 게 좋아요. 오늘은 음주와 격렬한 운동은 피하고, 시술 부위에 직접적인 압박이 가지 않도록 편한 자세로 쉬어주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","제오민 허벅지 보톡스 200u","근육 축소로 다리·팔 라인 슬림화","https://dernaclinic.com/ko","37.500263","127.025797","7","3","근육 축소로 다리·팔 라인 슬림화 효과가 자리 잡는 시기라 시술 부위는 손으로 누르거나 마사지하지 말고 자연스럽게 두는 게 좋아요. 오늘은 음주와 격렬한 운동은 피하고, 시술 부위에 직접적인 압박이 가지 않도록 편한 자세로 쉬어주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 7일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","쥬베룩 볼륨 1부위(4cc) 1회","콜라겐 재생 자극 필러로 볼륨 및 피부결 개선","https://dernaclinic.com/ko","37.500263","127.025797","10","4","콜라겐이 서서히 채워지며 자연스러운 볼륨이 완성되는 시술이라 오늘은 결과를 조급해하지 않으셔도 돼요. 안내받은 방법대로 가볍게 마사지해 주시고(별도 안내가 없다면 세게 누르는 자극은 피해주세요), 사우나·찜질방처럼 열자극이 큰 곳은 오늘 하루 쉬어주세요. 시술 후 4일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","쥬베룩 볼륨 1부위(4cc) 3회","콜라겐 재생 자극 필러로 볼륨 및 피부결 개선","https://dernaclinic.com/ko","37.500263","127.025797","10","4","콜라겐이 서서히 채워지며 자연스러운 볼륨이 완성되는 시술이라 오늘은 결과를 조급해하지 않으셔도 돼요. 안내받은 방법대로 가볍게 마사지해 주시고(별도 안내가 없다면 세게 누르는 자극은 피해주세요), 사우나·찜질방처럼 열자극이 큰 곳은 오늘 하루 쉬어주세요. 시술 후 4일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","쥬베룩 스킨 4cc(손주사) 1회","콜라겐 재생 자극으로 피부결 개선","https://dernaclinic.com/ko","37.500263","127.025797","10","4","콜라겐이 서서히 채워지며 자연스러운 볼륨이 완성되는 시술이라 오늘은 결과를 조급해하지 않으셔도 돼요. 안내받은 방법대로 가볍게 마사지해 주시고(별도 안내가 없다면 세게 누르는 자극은 피해주세요), 사우나·찜질방처럼 열자극이 큰 곳은 오늘 하루 쉬어주세요. 시술 후 4일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","쥬베룩 스킨 4cc(손주사) 3회","콜라겐 재생 자극으로 피부결 개선","https://dernaclinic.com/ko","37.500263","127.025797","10","4","콜라겐이 서서히 채워지며 자연스러운 볼륨이 완성되는 시술이라 오늘은 결과를 조급해하지 않으셔도 돼요. 안내받은 방법대로 가볍게 마사지해 주시고(별도 안내가 없다면 세게 누르는 자극은 피해주세요), 사우나·찜질방처럼 열자극이 큰 곳은 오늘 하루 쉬어주세요. 시술 후 4일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","쥬베룩 스킨 4cc(포텐자 펌핑팁) 1회","콜라겐 재생 자극으로 피부결 개선","https://dernaclinic.com/ko","37.500263","127.025797","10","4","콜라겐이 서서히 채워지며 자연스러운 볼륨이 완성되는 시술이라 오늘은 결과를 조급해하지 않으셔도 돼요. 안내받은 방법대로 가볍게 마사지해 주시고(별도 안내가 없다면 세게 누르는 자극은 피해주세요), 사우나·찜질방처럼 열자극이 큰 곳은 오늘 하루 쉬어주세요. 시술 후 4일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","쥬베룩 스킨 4cc(포텐자 펌핑팁) 3회","콜라겐 재생 자극으로 피부결 개선","https://dernaclinic.com/ko","37.500263","127.025797","10","4","콜라겐이 서서히 채워지며 자연스러운 볼륨이 완성되는 시술이라 오늘은 결과를 조급해하지 않으셔도 돼요. 안내받은 방법대로 가볍게 마사지해 주시고(별도 안내가 없다면 세게 누르는 자극은 피해주세요), 사우나·찜질방처럼 열자극이 큰 곳은 오늘 하루 쉬어주세요. 시술 후 4일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","쥬베룩 스킨 4cc(하이쿡스) 1회","콜라겐 재생 자극으로 피부결 개선","https://dernaclinic.com/ko","37.500263","127.025797","10","4","콜라겐이 서서히 채워지며 자연스러운 볼륨이 완성되는 시술이라 오늘은 결과를 조급해하지 않으셔도 돼요. 안내받은 방법대로 가볍게 마사지해 주시고(별도 안내가 없다면 세게 누르는 자극은 피해주세요), 사우나·찜질방처럼 열자극이 큰 곳은 오늘 하루 쉬어주세요. 시술 후 4일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","쥬베룩 스킨 4cc(하이쿡스) 3회","콜라겐 재생 자극으로 피부결 개선","https://dernaclinic.com/ko","37.500263","127.025797","10","4","콜라겐이 서서히 채워지며 자연스러운 볼륨이 완성되는 시술이라 오늘은 결과를 조급해하지 않으셔도 돼요. 안내받은 방법대로 가볍게 마사지해 주시고(별도 안내가 없다면 세게 누르는 자극은 피해주세요), 사우나·찜질방처럼 열자극이 큰 곳은 오늘 하루 쉬어주세요. 시술 후 4일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","쥬비덤 관자 필러 1cc","관자놀이 꺼짐 볼륨 보충","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 쥬비덤 관자 필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","쥬비덤 귀 디자인 필러 4cc","귀 볼륨 보충","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 쥬비덤 귀 디자인 필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","쥬비덤 눈밑 필러 1cc","눈밑 꺼짐 볼륨 보충","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 쥬비덤 눈밑 필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","쥬비덤 마리오네트 필러 1cc","입가 팔자주름(마리오네트 라인) 개선","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 쥬비덤 마리오네트 필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","쥬비덤 앞광대 필러 1cc","볼·광대 볼륨 보충","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 쥬비덤 앞광대 필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","쥬비덤 앞볼필러 1cc","볼·광대 볼륨 보충","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 쥬비덤 앞볼필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","쥬비덤 애교 필러 1cc","애교살 볼륨 형성","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 쥬비덤 애교 필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","쥬비덤 옆볼 필러 1cc","볼·광대 볼륨 보충","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 쥬비덤 옆볼 필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","쥬비덤 이마 필러 1cc","이마 볼륨 보충으로 매끈한 라인 형성","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 쥬비덤 이마 필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","쥬비덤 인디언주름 필러 1cc","미간~눈가 인디언주름 개선","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 쥬비덤 인디언주름 필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","쥬비덤 입술 디자인 필러 1cc","입술 볼륨 및 라인 디자인","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 쥬비덤 입술 디자인 필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","쥬비덤 코 디자인 필러 1cc","코 라인 정리 및 콧대 볼륨 형성","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 쥬비덤 코 디자인 필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","쥬비덤 턱 필러 1cc","턱 라인 볼륨 및 길이 보정","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 쥬비덤 턱 필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
